timestamp_utc,solar_elev_deg,brightness_pct,color_temp_k
2025-08-01T05:46:00+00:00,-30.47,10,1000
2025-08-01T05:47:00+00:00,-30.43,10,1000
2025-08-01T05:48:00+00:00,-30.39,10,1000
2025-08-01T05:49:00+00:00,-30.35,10,1000
2025-08-01T05:50:00+00:00,-30.3,10,1000
2025-08-01T05:51:00+00:00,-30.26,10,1000
2025-08-01T05:52:00+00:00,-30.22,10,1000
2025-08-01T05:53:00+00:00,-30.17,10,1000
2025-08-01T05:54:00+00:00,-30.12,10,1000
2025-08-01T05:55:00+00:00,-30.08,10,1000
2025-08-01T05:56:00+00:00,-30.03,10,1000
2025-08-01T05:57:00+00:00,-29.98,10,1000
2025-08-01T05:58:00+00:00,-29.93,10,1000
2025-08-01T05:59:00+00:00,-29.88,10,1000
2025-08-01T06:00:00+00:00,-29.83,10,1000
2025-08-01T06:01:00+00:00,-29.78,10,1000
2025-08-01T06:02:00+00:00,-29.73,10,1000
2025-08-01T06:03:00+00:00,-29.67,10,1000
2025-08-01T06:04:00+00:00,-29.62,10,1000
2025-08-01T06:05:00+00:00,-29.56,10,1000
2025-08-01T06:06:00+00:00,-29.51,10,1000
2025-08-01T06:07:00+00:00,-29.45,10,1000
2025-08-01T06:08:00+00:00,-29.39,10,1000
2025-08-01T06:09:00+00:00,-29.33,10,1000
2025-08-01T06:10:00+00:00,-29.27,10,1000
2025-08-01T06:11:00+00:00,-29.21,10,1000
2025-08-01T06:12:00+00:00,-29.15,10,1000
2025-08-01T06:13:00+00:00,-29.09,10,1000
2025-08-01T06:14:00+00:00,-29.03,10,1000
2025-08-01T06:15:00+00:00,-28.96,10,1000
2025-08-01T06:16:00+00:00,-28.9,10,1000
2025-08-01T06:17:00+00:00,-28.83,10,1000
2025-08-01T06:18:00+00:00,-28.77,10,1000
2025-08-01T06:19:00+00:00,-28.7,10,1000
2025-08-01T06:20:00+00:00,-28.63,10,1000
2025-08-01T06:21:00+00:00,-28.56,10,1000
2025-08-01T06:22:00+00:00,-28.49,10,1000
2025-08-01T06:23:00+00:00,-28.42,10,1000
2025-08-01T06:24:00+00:00,-28.35,10,1000
2025-08-01T06:25:00+00:00,-28.28,10,1000
2025-08-01T06:26:00+00:00,-28.21,10,1000
2025-08-01T06:27:00+00:00,-28.14,10,1000
2025-08-01T06:28:00+00:00,-28.06,10,1000
2025-08-01T06:29:00+00:00,-27.99,10,1000
2025-08-01T06:30:00+00:00,-27.91,10,1000
2025-08-01T06:31:00+00:00,-27.83,10,1000
2025-08-01T06:32:00+00:00,-27.76,10,1000
2025-08-01T06:33:00+00:00,-27.68,10,1000
2025-08-01T06:34:00+00:00,-27.6,10,1000
2025-08-01T06:35:00+00:00,-27.52,10,1000
2025-08-01T06:36:00+00:00,-27.44,10,1000
2025-08-01T06:37:00+00:00,-27.36,10,1000
2025-08-01T06:38:00+00:00,-27.28,10,1000
2025-08-01T06:39:00+00:00,-27.2,10,1000
2025-08-01T06:40:00+00:00,-27.11,10,1000
2025-08-01T06:41:00+00:00,-27.03,10,1000
2025-08-01T06:42:00+00:00,-26.94,10,1000
2025-08-01T06:43:00+00:00,-26.86,10,1000
2025-08-01T06:44:00+00:00,-26.77,10,1000
2025-08-01T06:45:00+00:00,-26.69,10,1000
2025-08-01T06:46:00+00:00,-26.6,10,1000
2025-08-01T06:47:00+00:00,-26.51,10,1000
2025-08-01T06:48:00+00:00,-26.42,10,1000
2025-08-01T06:49:00+00:00,-26.33,10,1000
2025-08-01T06:50:00+00:00,-26.24,10,1000
2025-08-01T06:51:00+00:00,-26.15,10,1000
2025-08-01T06:52:00+00:00,-26.06,10,1000
2025-08-01T06:53:00+00:00,-25.97,10,1000
2025-08-01T06:54:00+00:00,-25.87,10,1000
2025-08-01T06:55:00+00:00,-25.78,10,1000
2025-08-01T06:56:00+00:00,-25.68,10,1000
2025-08-01T06:57:00+00:00,-25.59,10,1000
2025-08-01T06:58:00+00:00,-25.49,10,1000
2025-08-01T06:59:00+00:00,-25.39,10,1000
2025-08-01T07:00:00+00:00,-25.3,10,1000
2025-08-01T07:01:00+00:00,-25.2,10,1000
2025-08-01T07:02:00+00:00,-25.1,10,1000
2025-08-01T07:03:00+00:00,-25.0,10,1000
2025-08-01T07:04:00+00:00,-24.9,10,1000
2025-08-01T07:05:00+00:00,-24.8,10,1000
2025-08-01T07:06:00+00:00,-24.7,10,1000
2025-08-01T07:07:00+00:00,-24.6,10,1000
2025-08-01T07:08:00+00:00,-24.49,10,1000
2025-08-01T07:09:00+00:00,-24.39,10,1000
2025-08-01T07:10:00+00:00,-24.29,10,1000
2025-08-01T07:11:00+00:00,-24.18,10,1000
2025-08-01T07:12:00+00:00,-24.08,10,1000
2025-08-01T07:13:00+00:00,-23.97,10,1000
2025-08-01T07:14:00+00:00,-23.86,10,1000
2025-08-01T07:15:00+00:00,-23.76,10,1000
2025-08-01T07:16:00+00:00,-23.65,10,1000
2025-08-01T07:17:00+00:00,-23.54,10,1000
2025-08-01T07:18:00+00:00,-23.43,10,1000
2025-08-01T07:19:00+00:00,-23.32,10,1000
2025-08-01T07:20:00+00:00,-23.21,10,1000
2025-08-01T07:21:00+00:00,-23.1,10,1000
2025-08-01T07:22:00+00:00,-22.99,10,1000
2025-08-01T07:23:00+00:00,-22.87,10,1000
2025-08-01T07:24:00+00:00,-22.76,10,1000
2025-08-01T07:25:00+00:00,-22.65,10,1000
2025-08-01T07:26:00+00:00,-22.53,10,1000
2025-08-01T07:27:00+00:00,-22.42,10,1000
2025-08-01T07:28:00+00:00,-22.3,10,1000
2025-08-01T07:29:00+00:00,-22.19,10,1000
2025-08-01T07:30:00+00:00,-22.07,10,1000
2025-08-01T07:31:00+00:00,-21.95,10,1000
2025-08-01T07:32:00+00:00,-21.84,10,1000
2025-08-01T07:33:00+00:00,-21.72,10,1000
2025-08-01T07:34:00+00:00,-21.6,10,1000
2025-08-01T07:35:00+00:00,-21.48,10,1000
2025-08-01T07:36:00+00:00,-21.36,10,1000
2025-08-01T07:37:00+00:00,-21.24,10,1000
2025-08-01T07:38:00+00:00,-21.12,10,1000
2025-08-01T07:39:00+00:00,-21.0,10,1000
2025-08-01T07:40:00+00:00,-20.87,10,1000
2025-08-01T07:41:00+00:00,-20.75,10,1000
2025-08-01T07:42:00+00:00,-20.63,10,1000
2025-08-01T07:43:00+00:00,-20.5,10,1000
2025-08-01T07:44:00+00:00,-20.38,10,1000
2025-08-01T07:45:00+00:00,-20.26,10,1000
2025-08-01T07:46:00+00:00,-20.13,10,1000
2025-08-01T07:47:00+00:00,-20.0,10,1000
2025-08-01T07:48:00+00:00,-19.88,10,1000
2025-08-01T07:49:00+00:00,-19.75,10,1000
2025-08-01T07:50:00+00:00,-19.62,10,1000
2025-08-01T07:51:00+00:00,-19.49,10,1000
2025-08-01T07:52:00+00:00,-19.37,10,1000
2025-08-01T07:53:00+00:00,-19.24,10,1000
2025-08-01T07:54:00+00:00,-19.11,10,1000
2025-08-01T07:55:00+00:00,-18.98,10,1000
2025-08-01T07:56:00+00:00,-18.85,10,1000
2025-08-01T07:57:00+00:00,-18.72,10,1000
2025-08-01T07:58:00+00:00,-18.58,10,1000
2025-08-01T07:59:00+00:00,-18.45,10,1000
2025-08-01T08:00:00+00:00,-18.32,10,1000
2025-08-01T08:01:00+00:00,-18.19,10,1000
2025-08-01T08:02:00+00:00,-18.05,10,1000
2025-08-01T08:03:00+00:00,-17.92,10,1000
2025-08-01T08:04:00+00:00,-17.78,10,1000
2025-08-01T08:05:00+00:00,-17.65,10,1000
2025-08-01T08:06:00+00:00,-17.51,10,1000
2025-08-01T08:07:00+00:00,-17.38,10,1000
2025-08-01T08:08:00+00:00,-17.24,10,1000
2025-08-01T08:09:00+00:00,-17.1,10,1000
2025-08-01T08:10:00+00:00,-16.97,10,1000
2025-08-01T08:11:00+00:00,-16.83,10,1000
2025-08-01T08:12:00+00:00,-16.69,10,1000
2025-08-01T08:13:00+00:00,-16.55,10,1000
2025-08-01T08:14:00+00:00,-16.41,10,1000
2025-08-01T08:15:00+00:00,-16.27,10,1000
2025-08-01T08:16:00+00:00,-16.13,10,1000
2025-08-01T08:17:00+00:00,-15.99,10,1000
2025-08-01T08:18:00+00:00,-15.85,10,1000
2025-08-01T08:19:00+00:00,-15.71,10,1000
2025-08-01T08:20:00+00:00,-15.57,10,1000
2025-08-01T08:21:00+00:00,-15.42,10,1000
2025-08-01T08:22:00+00:00,-15.28,10,1000
2025-08-01T08:23:00+00:00,-15.14,10,1000
2025-08-01T08:24:00+00:00,-14.99,10,1000
2025-08-01T08:25:00+00:00,-14.85,10,1000
2025-08-01T08:26:00+00:00,-14.7,10,1000
2025-08-01T08:27:00+00:00,-14.56,10,1000
2025-08-01T08:28:00+00:00,-14.41,10,1000
2025-08-01T08:29:00+00:00,-14.27,10,1000
2025-08-01T08:30:00+00:00,-14.12,10,1000
2025-08-01T08:31:00+00:00,-13.98,10,1000
2025-08-01T08:32:00+00:00,-13.83,10,1000
2025-08-01T08:33:00+00:00,-13.68,10,1000
2025-08-01T08:34:00+00:00,-13.53,10,1000
2025-08-01T08:35:00+00:00,-13.38,10,1000
2025-08-01T08:36:00+00:00,-13.24,10,1000
2025-08-01T08:37:00+00:00,-13.09,10,1000
2025-08-01T08:38:00+00:00,-12.94,10,1000
2025-08-01T08:39:00+00:00,-12.79,10,1000
2025-08-01T08:40:00+00:00,-12.64,10,1000
2025-08-01T08:41:00+00:00,-12.49,10,1000
2025-08-01T08:42:00+00:00,-12.34,10,1000
2025-08-01T08:43:00+00:00,-12.18,10,1000
2025-08-01T08:44:00+00:00,-12.03,10,1000
2025-08-01T08:45:00+00:00,-11.88,10,1000
2025-08-01T08:46:00+00:00,-11.73,10,1000
2025-08-01T08:47:00+00:00,-11.57,10,1000
2025-08-01T08:48:00+00:00,-11.42,10,1000
2025-08-01T08:49:00+00:00,-11.27,10,1000
2025-08-01T08:50:00+00:00,-11.11,10,1000
2025-08-01T08:51:00+00:00,-10.96,10,1000
2025-08-01T08:52:00+00:00,-10.8,10,1000
2025-08-01T08:53:00+00:00,-10.65,10,1000
2025-08-01T08:54:00+00:00,-10.49,10,1000
2025-08-01T08:55:00+00:00,-10.34,10,1000
2025-08-01T08:56:00+00:00,-10.18,10,1000
2025-08-01T08:57:00+00:00,-10.03,10,1000
2025-08-01T08:58:00+00:00,-9.87,10,1000
2025-08-01T08:59:00+00:00,-9.71,10,1000
2025-08-01T09:00:00+00:00,-9.55,10,1000
2025-08-01T09:01:00+00:00,-9.4,10,1000
2025-08-01T09:02:00+00:00,-9.24,10,1000
2025-08-01T09:03:00+00:00,-9.08,10,1000
2025-08-01T09:04:00+00:00,-8.92,10,1000
2025-08-01T09:05:00+00:00,-8.76,10,1000
2025-08-01T09:06:00+00:00,-8.6,10,1000
2025-08-01T09:07:00+00:00,-8.44,10,1000
2025-08-01T09:08:00+00:00,-8.28,10,1000
2025-08-01T09:09:00+00:00,-8.12,10,1000
2025-08-01T09:10:00+00:00,-7.96,10,1000
2025-08-01T09:11:00+00:00,-7.8,10,1000
2025-08-01T09:12:00+00:00,-7.63,10,1000
2025-08-01T09:13:00+00:00,-7.47,10,1000
2025-08-01T09:14:00+00:00,-7.31,10,1000
2025-08-01T09:15:00+00:00,-7.15,10,1000
2025-08-01T09:16:00+00:00,-6.98,10,1000
2025-08-01T09:17:00+00:00,-6.82,10,1000
2025-08-01T09:18:00+00:00,-6.66,10,1000
2025-08-01T09:19:00+00:00,-6.49,10,1000
2025-08-01T09:20:00+00:00,-6.33,10,1000
2025-08-01T09:21:00+00:00,-6.16,10,1000
2025-08-01T09:22:00+00:00,-6.0,10,1000
2025-08-01T09:23:00+00:00,-5.83,10,1000
2025-08-01T09:24:00+00:00,-5.66,10,1000
2025-08-01T09:25:00+00:00,-5.5,10,1000
2025-08-01T09:26:00+00:00,-5.33,10,1000
2025-08-01T09:27:00+00:00,-5.16,10,1000
2025-08-01T09:28:00+00:00,-5.0,10,1000
2025-08-01T09:29:00+00:00,-4.83,10,1000
2025-08-01T09:30:00+00:00,-4.66,10,1000
2025-08-01T09:31:00+00:00,-4.49,10,1000
2025-08-01T09:32:00+00:00,-4.32,10,1000
2025-08-01T09:33:00+00:00,-4.15,10,1000
2025-08-01T09:34:00+00:00,-3.98,10,1000
2025-08-01T09:35:00+00:00,-3.81,10,1000
2025-08-01T09:36:00+00:00,-3.64,10,1000
2025-08-01T09:37:00+00:00,-3.46,10,1000
2025-08-01T09:38:00+00:00,-3.29,10,1000
2025-08-01T09:39:00+00:00,-3.12,10,1000
2025-08-01T09:40:00+00:00,-2.94,10,1000
2025-08-01T09:41:00+00:00,-2.77,10,1000
2025-08-01T09:42:00+00:00,-2.59,10,1000
2025-08-01T09:43:00+00:00,-2.41,10,1000
2025-08-01T09:44:00+00:00,-2.24,10,1000
2025-08-01T09:45:00+00:00,-2.05,10,1000
2025-08-01T09:46:00+00:00,-1.87,10,1000
2025-08-01T09:47:00+00:00,-1.69,10,1000
2025-08-01T09:48:00+00:00,-1.5,10,1000
2025-08-01T09:49:00+00:00,-1.3,10,1000
2025-08-01T09:50:00+00:00,-1.11,10,1000
2025-08-01T09:51:00+00:00,-0.9,10,1000
2025-08-01T09:52:00+00:00,-0.68,10,1000
2025-08-01T09:53:00+00:00,-0.44,10,1000
2025-08-01T09:54:00+00:00,-0.16,100,2011
2025-08-01T09:55:00+00:00,0.07,100,2028
2025-08-01T09:56:00+00:00,0.21,100,2044
2025-08-01T09:57:00+00:00,0.36,100,2060
2025-08-01T09:58:00+00:00,0.51,100,2076
2025-08-01T09:59:00+00:00,0.66,100,2092
2025-08-01T10:00:00+00:00,0.81,100,2108
2025-08-01T10:01:00+00:00,0.96,100,2124
2025-08-01T10:02:00+00:00,1.11,100,2140
2025-08-01T10:03:00+00:00,1.27,100,2156
2025-08-01T10:04:00+00:00,1.43,100,2172
2025-08-01T10:05:00+00:00,1.59,100,2188
2025-08-01T10:06:00+00:00,1.75,100,2204
2025-08-01T10:07:00+00:00,1.91,100,2220
2025-08-01T10:08:00+00:00,2.07,100,2236
2025-08-01T10:09:00+00:00,2.23,100,2251
2025-08-01T10:10:00+00:00,2.4,100,2267
2025-08-01T10:11:00+00:00,2.56,100,2283
2025-08-01T10:12:00+00:00,2.73,100,2298
2025-08-01T10:13:00+00:00,2.89,100,2314
2025-08-01T10:14:00+00:00,3.06,100,2330
2025-08-01T10:15:00+00:00,3.23,100,2345
2025-08-01T10:16:00+00:00,3.4,100,2360
2025-08-01T10:17:00+00:00,3.57,100,2376
2025-08-01T10:18:00+00:00,3.74,100,2391
2025-08-01T10:19:00+00:00,3.91,100,2407
2025-08-01T10:20:00+00:00,4.08,100,2422
2025-08-01T10:21:00+00:00,4.25,100,2437
2025-08-01T10:22:00+00:00,4.42,100,2452
2025-08-01T10:23:00+00:00,4.6,100,2468
2025-08-01T10:24:00+00:00,4.77,100,2483
2025-08-01T10:25:00+00:00,4.94,100,2498
2025-08-01T10:26:00+00:00,5.12,100,2513
2025-08-01T10:27:00+00:00,5.29,100,2528
2025-08-01T10:28:00+00:00,5.47,100,2543
2025-08-01T10:29:00+00:00,5.64,100,2558
2025-08-01T10:30:00+00:00,5.82,100,2573
2025-08-01T10:31:00+00:00,5.99,100,2588
2025-08-01T10:32:00+00:00,6.17,100,2603
2025-08-01T10:33:00+00:00,6.34,100,2618
2025-08-01T10:34:00+00:00,6.52,100,2632
2025-08-01T10:35:00+00:00,6.7,100,2647
2025-08-01T10:36:00+00:00,6.88,100,2662
2025-08-01T10:37:00+00:00,7.05,100,2677
2025-08-01T10:38:00+00:00,7.23,100,2691
2025-08-01T10:39:00+00:00,7.41,100,2706
2025-08-01T10:40:00+00:00,7.59,100,2720
2025-08-01T10:41:00+00:00,7.77,100,2735
2025-08-01T10:42:00+00:00,7.94,100,2749
2025-08-01T10:43:00+00:00,8.12,100,2764
2025-08-01T10:44:00+00:00,8.3,100,2778
2025-08-01T10:45:00+00:00,8.48,100,2792
2025-08-01T10:46:00+00:00,8.66,100,2807
2025-08-01T10:47:00+00:00,8.84,100,2821
2025-08-01T10:48:00+00:00,9.02,100,2835
2025-08-01T10:49:00+00:00,9.2,100,2850
2025-08-01T10:50:00+00:00,9.38,100,2864
2025-08-01T10:51:00+00:00,9.56,100,2878
2025-08-01T10:52:00+00:00,9.75,100,2892
2025-08-01T10:53:00+00:00,9.93,100,2906
2025-08-01T10:54:00+00:00,10.11,100,2920
2025-08-01T10:55:00+00:00,10.29,100,2934
2025-08-01T10:56:00+00:00,10.47,100,2948
2025-08-01T10:57:00+00:00,10.65,100,2962
2025-08-01T10:58:00+00:00,10.83,100,2976
2025-08-01T10:59:00+00:00,11.02,100,2990
2025-08-01T11:00:00+00:00,11.2,100,3003
2025-08-01T11:01:00+00:00,11.38,100,3017
2025-08-01T11:02:00+00:00,11.56,100,3031
2025-08-01T11:03:00+00:00,11.75,100,3045
2025-08-01T11:04:00+00:00,11.93,100,3058
2025-08-01T11:05:00+00:00,12.11,100,3072
2025-08-01T11:06:00+00:00,12.3,100,3085
2025-08-01T11:07:00+00:00,12.48,100,3099
2025-08-01T11:08:00+00:00,12.66,100,3112
2025-08-01T11:09:00+00:00,12.85,100,3126
2025-08-01T11:10:00+00:00,13.03,100,3139
2025-08-01T11:11:00+00:00,13.21,100,3153
2025-08-01T11:12:00+00:00,13.4,100,3166
2025-08-01T11:13:00+00:00,13.58,100,3179
2025-08-01T11:14:00+00:00,13.77,100,3193
2025-08-01T11:15:00+00:00,13.95,100,3206
2025-08-01T11:16:00+00:00,14.14,100,3219
2025-08-01T11:17:00+00:00,14.32,100,3232
2025-08-01T11:18:00+00:00,14.51,100,3245
2025-08-01T11:19:00+00:00,14.69,100,3258
2025-08-01T11:20:00+00:00,14.88,100,3271
2025-08-01T11:21:00+00:00,15.06,100,3284
2025-08-01T11:22:00+00:00,15.25,100,3297
2025-08-01T11:23:00+00:00,15.43,100,3310
2025-08-01T11:24:00+00:00,15.62,100,3323
2025-08-01T11:25:00+00:00,15.8,100,3336
2025-08-01T11:26:00+00:00,15.99,100,3349
2025-08-01T11:27:00+00:00,16.17,100,3361
2025-08-01T11:28:00+00:00,16.36,100,3374
2025-08-01T11:29:00+00:00,16.55,100,3387
2025-08-01T11:30:00+00:00,16.73,100,3400
2025-08-01T11:31:00+00:00,16.92,100,3412
2025-08-01T11:32:00+00:00,17.11,100,3425
2025-08-01T11:33:00+00:00,17.29,100,3437
2025-08-01T11:34:00+00:00,17.48,100,3450
2025-08-01T11:35:00+00:00,17.66,100,3462
2025-08-01T11:36:00+00:00,17.85,100,3475
2025-08-01T11:37:00+00:00,18.04,100,3487
2025-08-01T11:38:00+00:00,18.23,100,3499
2025-08-01T11:39:00+00:00,18.41,100,3512
2025-08-01T11:40:00+00:00,18.6,100,3524
2025-08-01T11:41:00+00:00,18.79,100,3536
2025-08-01T11:42:00+00:00,18.97,100,3548
2025-08-01T11:43:00+00:00,19.16,100,3561
2025-08-01T11:44:00+00:00,19.35,100,3573
2025-08-01T11:45:00+00:00,19.54,100,3585
2025-08-01T11:46:00+00:00,19.72,100,3597
2025-08-01T11:47:00+00:00,19.91,100,3609
2025-08-01T11:48:00+00:00,20.1,100,3621
2025-08-01T11:49:00+00:00,20.29,100,3633
2025-08-01T11:50:00+00:00,20.47,100,3645
2025-08-01T11:51:00+00:00,20.66,100,3657
2025-08-01T11:52:00+00:00,20.85,100,3668
2025-08-01T11:53:00+00:00,21.04,100,3680
2025-08-01T11:54:00+00:00,21.23,100,3692
2025-08-01T11:55:00+00:00,21.41,100,3704
2025-08-01T11:56:00+00:00,21.6,100,3715
2025-08-01T11:57:00+00:00,21.79,100,3727
2025-08-01T11:58:00+00:00,21.98,100,3738
2025-08-01T11:59:00+00:00,22.17,100,3750
2025-08-01T12:00:00+00:00,22.35,100,3761
2025-08-01T12:01:00+00:00,22.54,100,3773
2025-08-01T12:02:00+00:00,22.73,100,3784
2025-08-01T12:03:00+00:00,22.92,100,3796
2025-08-01T12:04:00+00:00,23.11,100,3807
2025-08-01T12:05:00+00:00,23.3,100,3818
2025-08-01T12:06:00+00:00,23.49,100,3830
2025-08-01T12:07:00+00:00,23.67,100,3841
2025-08-01T12:08:00+00:00,23.86,100,3852
2025-08-01T12:09:00+00:00,24.05,100,3863
2025-08-01T12:10:00+00:00,24.24,100,3875
2025-08-01T12:11:00+00:00,24.43,100,3886
2025-08-01T12:12:00+00:00,24.62,100,3897
2025-08-01T12:13:00+00:00,24.81,100,3908
2025-08-01T12:14:00+00:00,25.0,100,3919
2025-08-01T12:15:00+00:00,25.18,100,3930
2025-08-01T12:16:00+00:00,25.37,100,3941
2025-08-01T12:17:00+00:00,25.56,100,3951
2025-08-01T12:18:00+00:00,25.75,100,3962
2025-08-01T12:19:00+00:00,25.94,100,3973
2025-08-01T12:20:00+00:00,26.13,100,3984
2025-08-01T12:21:00+00:00,26.32,100,3995
2025-08-01T12:22:00+00:00,26.51,100,4005
2025-08-01T12:23:00+00:00,26.7,100,4016
2025-08-01T12:24:00+00:00,26.89,100,4026
2025-08-01T12:25:00+00:00,27.07,100,4037
2025-08-01T12:26:00+00:00,27.26,100,4048
2025-08-01T12:27:00+00:00,27.45,100,4058
2025-08-01T12:28:00+00:00,27.64,100,4068
2025-08-01T12:29:00+00:00,27.83,100,4079
2025-08-01T12:30:00+00:00,28.02,100,4089
2025-08-01T12:31:00+00:00,28.21,100,4100
2025-08-01T12:32:00+00:00,28.4,100,4110
2025-08-01T12:33:00+00:00,28.59,100,4120
2025-08-01T12:34:00+00:00,28.78,100,4130
2025-08-01T12:35:00+00:00,28.97,100,4141
2025-08-01T12:36:00+00:00,29.16,100,4151
2025-08-01T12:37:00+00:00,29.34,100,4161
2025-08-01T12:38:00+00:00,29.53,100,4171
2025-08-01T12:39:00+00:00,29.72,100,4181
2025-08-01T12:40:00+00:00,29.91,100,4191
2025-08-01T12:41:00+00:00,30.1,100,4201
